condition,dataset_source,hours_after_sunset,bat_landing_to_food,seconds_after_rat_arrival,metric_type,bat_landing_number,food_availability
control,individual_events,1.341944444,0.094784549,105.0,individual_behavior,,
rat_present,individual_events,1.358888889,0.076254237,166.0,individual_behavior,,
rat_present,individual_events,1.419166667,0.014184241,383.0,individual_behavior,,
rat_present,individual_events,2.198055556,9.0,0.0,individual_behavior,,
rat_present,individual_events,2.210833333,28.0,46.0,individual_behavior,,
control,individual_events,3.725555556,1.0,85.0,individual_behavior,,
control,individual_events,3.754166667,5.0,188.0,individual_behavior,,
rat_present,individual_events,4.036944444,0.047647063,0.0,individual_behavior,,
rat_present,individual_events,4.054444444,0.090449811,63.0,individual_behavior,,
control,individual_events,4.075555556,3.0,139.0,individual_behavior,,
control,individual_events,4.084444444,14.0,171.0,individual_behavior,,
rat_present,individual_events,5.060833333,17.0,28.0,individual_behavior,,
rat_present,individual_events,5.075833333,20.0,82.0,individual_behavior,,
rat_present,individual_events,5.110277778,0.099179779,206.0,individual_behavior,,
control,individual_events,5.138888889,11.0,309.0,individual_behavior,,
control,individual_events,5.611111111,2.0,8.0,individual_behavior,,
rat_present,individual_events,5.611944444,0.043720185,11.0,individual_behavior,,
control,individual_events,5.614166667,0.019372407,19.0,individual_behavior,,
rat_present,individual_events,5.622777778,174.0,50.0,individual_behavior,,
rat_present,individual_events,5.735277778,2.0,47.0,individual_behavior,,
rat_present,individual_events,5.740555556,6.0,66.0,individual_behavior,,
rat_present,individual_events,5.743888889,5.0,78.0,individual_behavior,,
control,individual_events,5.746388889,3.0,87.0,individual_behavior,,
rat_present,individual_events,5.758888889,0.069546705,132.0,individual_behavior,,
rat_present,individual_events,5.761944444,0.035887407,143.0,individual_behavior,,
control,individual_events,5.77,5.0,172.0,individual_behavior,,
control,individual_events,5.772777778,6.0,182.0,individual_behavior,,
control,individual_events,5.779444444,0.087634798,206.0,individual_behavior,,
control,individual_events,5.780833333,3.0,211.0,individual_behavior,,
control,individual_events,6.0175,0.038141769,5.0,individual_behavior,,
rat_present,individual_events,6.026666667,0.09694048,38.0,individual_behavior,,
control,individual_events,6.032222222,2.0,58.0,individual_behavior,,
control,individual_events,6.049166667,2.0,119.0,individual_behavior,,
control,individual_events,6.409444444,4.0,105.0,individual_behavior,,
control,individual_events,6.430277778,5.0,180.0,individual_behavior,,
control,individual_events,6.432222222,3.0,187.0,individual_behavior,,
control,individual_events,6.448888889,5.0,247.0,individual_behavior,,
control,individual_events,6.450277778,0.020820512,252.0,individual_behavior,,
rat_present,individual_events,6.496666667,9.0,419.0,individual_behavior,,
control,individual_events,6.501388889,1.0,436.0,individual_behavior,,
control,individual_events,6.539166667,21.0,572.0,individual_behavior,,
rat_present,individual_events,6.544722222,4.0,592.0,individual_behavior,,
control,individual_events,7.544166667,1.0,36.0,individual_behavior,,
control,individual_events,7.556388889,31.0,80.0,individual_behavior,,
control,individual_events,7.581111111,6.0,169.0,individual_behavior,,
rat_present,individual_events,7.659722222,2.0,452.0,individual_behavior,,
rat_present,individual_events,7.663611111,0.071250736,466.0,individual_behavior,,
control,individual_events,7.668888889,4.0,485.0,individual_behavior,,
control,individual_events,7.672777778,7.0,499.0,individual_behavior,,
control,individual_events,7.751666667,3.0,783.0,individual_behavior,,
control,individual_events,7.769166667,0.083007044,846.0,individual_behavior,,
rat_present,individual_events,7.785,0.014550835,903.0,individual_behavior,,
rat_present,individual_events,7.925833333,72.0,211.0,individual_behavior,,
rat_present,individual_events,8.252222222,2.0,26.0,individual_behavior,,
control,individual_events,8.2625,12.0,63.0,individual_behavior,,
rat_present,individual_events,8.356666667,0.025349973,402.0,individual_behavior,,
rat_present,individual_events,8.441666667,0.094601342,708.0,individual_behavior,,
rat_present,individual_events,8.450555556,26.0,740.0,individual_behavior,,
control,individual_events,9.265,0.044300625,192.0,individual_behavior,,
control,individual_events,9.299166667,0.09536188,315.0,individual_behavior,,
control,individual_events,9.688333333,0.091074825,109.0,individual_behavior,,
control,individual_events,4.049166667,2.0,44.0,individual_behavior,,
control,individual_events,4.053611111,1.0,60.0,individual_behavior,,
rat_present,individual_events,4.056666667,80.0,71.0,individual_behavior,,
rat_present,individual_events,7.545555556,67.0,41.0,individual_behavior,,
control,individual_events,7.5525,1.0,66.0,individual_behavior,,
control,individual_events,7.784722222,2.0,902.0,individual_behavior,,
rat_present,individual_events,8.459722222,105.0,773.0,individual_behavior,,
control,individual_events,1.414722222,0.017597713,389.0,individual_behavior,,
control,individual_events,1.499722222,0.032534418,695.0,individual_behavior,,
control,individual_events,1.503888889,4.0,710.0,individual_behavior,,
rat_present,individual_events,1.5175,14.0,759.0,individual_behavior,,
rat_present,individual_events,3.5725,20.0,4.0,individual_behavior,,
control,individual_events,3.573888889,2.0,9.0,individual_behavior,,
rat_present,individual_events,3.59,36.0,67.0,individual_behavior,,
rat_present,individual_events,3.611388889,8.0,144.0,individual_behavior,,
rat_present,individual_events,3.6225,0.097800752,184.0,individual_behavior,,
rat_present,individual_events,3.690277778,0.063312201,428.0,individual_behavior,,
rat_present,individual_events,3.7075,18.0,490.0,individual_behavior,,
control,individual_events,3.716111111,2.0,521.0,individual_behavior,,
rat_present,individual_events,3.718333333,5.0,529.0,individual_behavior,,
control,individual_events,3.786944444,0.078489345,776.0,individual_behavior,,
rat_present,individual_events,6.196944444,22.0,239.0,individual_behavior,,
rat_present,individual_events,6.201944444,46.0,257.0,individual_behavior,,
rat_present,individual_events,6.211111111,9.0,290.0,individual_behavior,,
control,individual_events,6.215,4.0,304.0,individual_behavior,,
rat_present,individual_events,6.218055556,0.085746166,315.0,individual_behavior,,
control,individual_events,6.220277778,4.0,323.0,individual_behavior,,
rat_present,individual_events,6.243611111,0.040027684,407.0,individual_behavior,,
control,individual_events,6.306388889,0.076567662,633.0,individual_behavior,,
rat_present,individual_events,6.352777778,0.072746343,800.0,individual_behavior,,
rat_present,individual_events,6.355,0.055695432,808.0,individual_behavior,,
rat_present,individual_events,6.357222222,33.0,816.0,individual_behavior,,
rat_present,individual_events,6.365,39.0,844.0,individual_behavior,,
control,individual_events,6.3875,3.0,925.0,individual_behavior,,
control,individual_events,7.387777778,0.094277126,63.0,individual_behavior,,
control,individual_events,7.395555556,1.0,91.0,individual_behavior,,
control,individual_events,7.409722222,0.019462583,142.0,individual_behavior,,
control,individual_events,7.415277778,7.0,162.0,individual_behavior,,
control,individual_events,7.423333333,0.037865482,191.0,individual_behavior,,
control,individual_events,7.431944444,4.0,222.0,individual_behavior,,
rat_present,individual_events,7.451111111,0.037828205,291.0,individual_behavior,,
rat_present,individual_events,7.450277778,22.0,288.0,individual_behavior,,
control,individual_events,7.543611111,0.099086619,624.0,individual_behavior,,
rat_present,individual_events,7.545277778,0.033212611,630.0,individual_behavior,,
rat_present,individual_events,7.614166667,0.096084094,878.0,individual_behavior,,
rat_present,individual_events,8.582777778,7.0,605.0,individual_behavior,,
control,individual_events,8.596111111,6.0,653.0,individual_behavior,,
rat_present,individual_events,6.254166667,5.0,445.0,individual_behavior,,
rat_present,individual_events,2.662777778,8.0,47.0,individual_behavior,,
rat_present,individual_events,2.705,5.0,199.0,individual_behavior,,
rat_present,individual_events,2.9,17.0,214.0,individual_behavior,,
rat_present,individual_events,3.389722222,1.0,127.0,individual_behavior,,
control,individual_events,3.732777778,2.0,18.0,individual_behavior,,
rat_present,individual_events,3.746666667,31.0,68.0,individual_behavior,,
control,individual_events,3.749722222,1.0,79.0,individual_behavior,,
control,individual_events,3.756944444,2.0,105.0,individual_behavior,,
rat_present,individual_events,3.887777778,5.0,576.0,individual_behavior,,
rat_present,individual_events,3.892222222,13.0,592.0,individual_behavior,,
rat_present,individual_events,3.900833333,15.0,623.0,individual_behavior,,
control,individual_events,3.97,1.0,35.0,individual_behavior,,
control,individual_events,3.980833333,3.0,74.0,individual_behavior,,
control,individual_events,3.993611111,2.0,120.0,individual_behavior,,
control,individual_events,4.401111111,6.0,23.0,individual_behavior,,
rat_present,individual_events,4.829722222,11.0,174.0,individual_behavior,,
rat_present,individual_events,4.873055556,3.0,330.0,individual_behavior,,
control,individual_events,4.882222222,6.0,363.0,individual_behavior,,
rat_present,individual_events,4.882777778,5.0,365.0,individual_behavior,,
rat_present,individual_events,4.882777778,5.0,365.0,individual_behavior,,
control,individual_events,4.885,2.0,373.0,individual_behavior,,
control,individual_events,4.892777778,4.0,401.0,individual_behavior,,
rat_present,individual_events,4.894722222,1.0,408.0,individual_behavior,,
rat_present,individual_events,4.901944444,7.0,434.0,individual_behavior,,
control,individual_events,4.906111111,6.0,449.0,individual_behavior,,
rat_present,individual_events,4.919166667,5.0,496.0,individual_behavior,,
control,individual_events,4.919444444,18.0,497.0,individual_behavior,,
control,individual_events,4.925833333,3.0,520.0,individual_behavior,,
rat_present,individual_events,4.9325,10.0,544.0,individual_behavior,,
control,individual_events,5.808888889,1.0,19.0,individual_behavior,,
control,individual_events,5.813333333,0.063724824,35.0,individual_behavior,,
rat_present,individual_events,5.815277778,5.0,42.0,individual_behavior,,
control,individual_events,5.824166667,6.0,74.0,individual_behavior,,
rat_present,individual_events,6.935833333,15.0,55.0,individual_behavior,,
control,individual_events,6.945555556,4.0,90.0,individual_behavior,,
rat_present,individual_events,7.071388889,5.0,60.0,individual_behavior,,
control,individual_events,7.079722222,0.026148246,90.0,individual_behavior,,
rat_present,individual_events,7.528333333,7.0,120.0,individual_behavior,,
control,individual_events,7.530555556,7.0,128.0,individual_behavior,,
control,individual_events,7.533611111,0.08833199,139.0,individual_behavior,,
control,individual_events,7.542222222,8.0,170.0,individual_behavior,,
rat_present,individual_events,7.549166667,28.0,195.0,individual_behavior,,
control,individual_events,7.553611111,6.0,211.0,individual_behavior,,
rat_present,individual_events,8.1225,15.0,31.0,individual_behavior,,
control,individual_events,8.126388889,2.0,45.0,individual_behavior,,
control,individual_events,8.305,3.0,194.0,individual_behavior,,
control,individual_events,8.554722222,3.0,172.0,individual_behavior,,
rat_present,individual_events,9.978888889,17.0,115.0,individual_behavior,,
control,individual_events,10.04972222,1.0,370.0,individual_behavior,,
control,individual_events,10.63222222,3.0,56.0,individual_behavior,,
control,individual_events,3.875,0.032185829,530.0,individual_behavior,,
rat_present,individual_events,1.516388889,1.0,159.0,individual_behavior,,
rat_present,individual_events,1.5275,12.0,199.0,individual_behavior,,
control,individual_events,5.118888889,7.0,59.0,individual_behavior,,
control,individual_events,6.058055556,3.0,187.0,individual_behavior,,
rat_present,individual_events,9.331666667,8.0,200.0,individual_behavior,,
control,individual_events,9.334444444,1.0,210.0,individual_behavior,,
control,individual_events,9.352222222,5.0,274.0,individual_behavior,,
control,individual_events,9.353888889,14.0,280.0,individual_behavior,,
control,individual_events,-0.175555556,0.084689878,24.0,individual_behavior,,
control,individual_events,1.792222222,0.093387578,200.0,individual_behavior,,
control,individual_events,1.491944444,0.029003504,71.0,individual_behavior,,
control,individual_events,2.300555556,9.0,188.0,individual_behavior,,
control,individual_events,2.314444444,1.0,238.0,individual_behavior,,
rat_present,individual_events,1.926388889,2.0,38.0,individual_behavior,,
rat_present,individual_events,1.946111111,2.0,109.0,individual_behavior,,
rat_present,individual_events,2.227222222,50.0,299.0,individual_behavior,,
